# Notes : All Entities
# Technology : MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.Triclosan Dosing Negative_2017_Aug_22_13_41_50
# Owner : gxuser
# Created On : Tue Aug 22 13:42:37 EDT 2017
Compound	20170810-01-018(raw)	20170810-01-019(raw)	20170810-01-020(raw)	20170810-01-021(raw)	20170810-01-022(raw)	20170810-01-023(raw)	20170810-01-024(raw)	20170810-01-025(raw)	20170810-01-026(raw)	20170810-01-027(raw)	20170810-01-028(raw)	20170810-01-031(raw)	20170810-01-032(raw)	20170810-01-033(raw)	20170810-01-034(raw)	20170810-01-035(raw)	20170810-01-036(raw)	20170810-01-037(raw)	20170810-01-038(raw)	20170810-01-039(raw)	20170810-01-040(raw)	20170810-01-041(raw)	20170810-01-044(raw)	20170810-01-045(raw)	20170810-01-046(raw)	20170810-01-047(raw)	20170810-01-048(raw)	20170810-01-049(raw)	20170810-01-050(raw)	20170810-01-051(raw)	20170810-01-052(raw)	20170810-01-053(raw)	20170810-01-054(raw)	20170810-01-058(raw)	20170810-01-059(raw)	20170810-01-060(raw)	20170810-01-061(raw)	20170810-01-062(raw)	20170810-01-063(raw)	20170810-01-064(raw)	20170810-01-065(raw)	20170810-01-066(raw)	20170810-01-067(raw)	20170810-01-068(raw)	20170810-01-071(raw)	20170810-01-072(raw)	20170810-01-073(raw)	20170810-01-074(raw)	20170810-01-075(raw)	20170810-01-076(raw)	20170811-01-018(raw)	20170811-01-019(raw)	20170811-01-020(raw)	20170811-01-021(raw)	20170811-01-022(raw)	20170811-01-023(raw)	20170811-01-024(raw)	20170811-01-025(raw)	20170811-01-026(raw)	20170811-01-027(raw)	20170811-01-028(raw)	20170811-01-031(raw)	20170811-01-032(raw)	20170811-01-033(raw)	20170811-01-034(raw)	20170811-01-035(raw)	20170811-01-036(raw)	20170811-01-037(raw)	20170811-01-038(raw)	20170811-01-039(raw)	20170811-01-040(raw)	20170811-01-041(raw)	20170811-01-044(raw)	20170811-01-045(raw)	20170811-01-046(raw)	20170811-01-047(raw)	20170811-01-048(raw)	20170811-01-049(raw)	20170811-01-050(raw)	20170811-01-051(raw)	20170811-01-052(raw)	20170811-01-053(raw)	20170811-01-054(raw)	20170813-01-021(raw)	20170813-01-022(raw)	20170813-01-023(raw)	20170813-01-024(raw)	20170813-01-025(raw)	20170813-01-026(raw)	20170813-01-027(raw)	20170813-01-028(raw)	20170813-01-029(raw)	20170813-01-030(raw)	20170813-01-031(raw)	20170813-01-034(raw)	20170813-01-035(raw)	20170813-01-036(raw)	20170813-01-037(raw)	Alignment Value	Annotations	CAS Number	CompositeSpectrum	Mass	Compound Name	Frequency	Ionization mode	Retention Time
C12H10Cl2N2OS	1.0	600899.0	636191.0	628966.0	649461.0	826495.0	683068.0	691409.0	746772.0	872996.0	731344.0	1.0	736860.0	745286.0	751439.0	761886.0	766960.0	822115.0	833520.0	841283.0	829612.0	840475.0	1.0	839204.0	830243.0	963806.0	850438.0	923811.0	922527.0	1055311.0	963497.0	978009.0	1020640.0	1.0	965064.0	969590.0	900726.0	905454.0	906090.0	1298336.0	1432840.0	1257297.0	1034090.0	1068419.0	1.0	1245688.0	1118266.0	996953.0	1116240.0	1244900.0	1.0	933901.0	922786.0	943105.0	923659.0	996804.0	993719.0	964286.0	1014520.0	1013744.0	1014065.0	1.0	1027040.0	1040797.0	1075395.0	1057428.0	1037523.0	1083677.0	1124165.0	1085681.0	1094473.0	1052888.0	1.0	1090773.0	1033687.0	1159359.0	1146723.0	1122813.0	1137016.0	1132429.0	1131362.0	1178051.0	1136711.0	1.0	1407370.0	1442320.0	1439265.0	1358693.0	1420886.0	1372042.0	1408517.0	1430369.0	1344622.0	1415571.0	1.0	1430553.0	1494782.0	1415873.0		C12H10Cl2N2OS [ C12 H10 Cl2 N2 O S, db=63.38, tgt=, overall=63.38 ]		(298.9838, 122900.79)(299.9771, 11948.89)(300.9807, 113038.31)(301.9738, 4352.56)(302.9776, 34264.5)(303.9699, 697.73)(304.9753, 3897.91)	299.9918	C12H10Cl2N2OS	88	Esi-	11.375
C20H40O6 Esi-12.755004	1.0	78537.0	56742.0	73884.0	58264.0	87336.0	77107.0	1.0	1.0	87420.0	83762.0	1.0	73774.0	1.0	281314.0	344521.0	317879.0	1.0	1.0	554781.0	93617.0	1.0	1.0	129407.0	1.0	79978.0	123554.0	139337.0	109391.0	93538.0	144018.0	1.0	1.0	1.0	1.0	1.0	177324.0	1.0	176460.0	156759.0	136499.0	129891.0	1.0	197630.0	1.0	198426.0	135663.0	169019.0	1.0	156549.0	1.0	1.0	1.0	211345.0	1.0	1.0	380802.0	1.0	1.0	304901.0	1.0	1.0	482884.0	1.0	122651.0	479742.0	1.0	533352.0	520690.0	602691.0	538294.0	551200.0	1.0	485937.0	522360.0	599262.0	682875.0	723162.0	824030.0	656379.0	728489.0	668188.0	549887.0	1.0	1248650.0	1281023.0	1342182.0	1043616.0	1138009.0	971359.0	1186851.0	1014154.0	1207515.0	1365237.0	1.0	668808.0	1463707.0	1359660.0		C20H40O6 [ C20 H40 O6, db=97.68, tgt=, overall=97.68 ]		(375.2748, 258016.16)(376.2775, 52460.05)(377.2801, 8511.97)(378.2796, 1266.37)	376.2827	C20H40O6 Esi-12.755004	65	Esi-	12.755004
C19H38N2OSi2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	70484.0	61660.0	83579.0	81447.0	79948.0	109903.0	133856.0	1.0	1.0	1.0	1.0	1.0	15473.0	1.0	22679.0	15406.0	1.0	1.0	1.0	28642.0	1.0	1.0	39915.0	1.0	39622.0	1.0	1.0	41226.0	1.0	40019.0	1.0	1.0	1.0	35752.0	45233.0	98583.0	57682.0	1.0	256610.0	174126.0	132059.0	318169.0	285831.0	392099.0	258763.0	399941.0	281858.0	374845.0	1.0	482008.0	390946.0	1.0	497550.0	330291.0	580926.0	597558.0	660382.0	586060.0	515095.0	1.0	493752.0	625873.0	659802.0	752205.0	801567.0	938951.0	791450.0	874358.0	855273.0	732847.0	1.0	1421173.0	1479359.0	1472213.0	1317446.0	1326039.0	1247201.0	1382828.0	1204456.0	1372302.0	1482358.0	1.0	677116.0	1489149.0	1491429.0		C19H38N2OSi2 [ C19 H38 N2 O Si2, db=67.41, tgt=, overall=67.41 ]		(365.246, 184128.06)(366.2488, 34638.34)(367.2436, 59076.69)(368.2469, 12020.34)(369.2458, 2010.81)(182.12, 3170.3)	366.2532	C19H38N2OSi2	61	Esi-	12.75
C18H38ClN	1.0	181956.0	212775.0	106635.0	174808.0	199946.0	240969.0	260254.0	244099.0	251381.0	226178.0	1.0	285361.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	389881.0	188080.0	1.0	345884.0	190890.0	279104.0	136448.0	326186.0	191258.0	244237.0	318708.0	193448.0	362966.0	1.0	427319.0	302001.0	185464.0	213331.0	249873.0	542752.0	562327.0	374496.0	362942.0	271033.0	1.0	532856.0	403168.0	341395.0	434415.0	558699.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	527284.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1383052.0	1.0	1.0		C18H38ClN [ C18 H38 Cl N, db=96.88, tgt=, overall=96.88 ]		(362.2825, 109310.91)(363.2855, 22702.47)(364.2799, 34732.63)(365.2828, 7659.82)(366.2878, 1113.23)	363.2899	C18H38ClN	40	Esi-	13.436002
C5H5N5O3	312205.0	929071.0	895413.0	806980.0	899224.0	787047.0	773272.0	952882.0	885425.0	706803.0	763245.0	1301977.0	1078667.0	426534.0	489033.0	453014.0	177139.0	442320.0	452367.0	453819.0	868084.0	800921.0	1879840.0	547061.0	802258.0	753866.0	847473.0	357277.0	761797.0	242983.0	719798.0	733971.0	687225.0	1861038.0	1057633.0	450627.0	675789.0	331514.0	381245.0	357803.0	667262.0	287490.0	259190.0	287678.0	1.0	525760.0	280580.0	239227.0	479425.0	374533.0	931233.0	394089.0	354863.0	626769.0	222647.0	337343.0	351151.0	47493.0	245701.0	289852.0	360517.0	1.0	357705.0	1.0	261096.0	179152.0	261364.0	186048.0	210926.0	342277.0	259713.0	250765.0	1.0	361632.0	1.0	300822.0	302986.0	1.0	121777.0	172727.0	320792.0	119073.0	203590.0	1.0	1.0	1.0	1.0	42304.0	1.0	30888.0	1.0	1.0	1.0	34665.0	1.0	94711.0	1.0	1.0		C5H5N5O3 [ C5 H5 N5 O3, db=99.65, tgt=, overall=99.65 ]		(182.0322, 93846.81)(183.0341, 6722.15)(184.0364, 939.19)	183.0393	C5H5N5O3	81	Esi-	13.718007
C18H34O2	341369.0	751119.0	779429.0	1291784.0	773931.0	848678.0	639703.0	693767.0	788149.0	730096.0	1000112.0	359443.0	681910.0	781027.0	774673.0	889841.0	682210.0	704493.0	740236.0	717256.0	736361.0	639116.0	370584.0	739224.0	721560.0	636721.0	702256.0	709245.0	719660.0	654477.0	634860.0	709672.0	638379.0	337370.0	688986.0	788664.0	752293.0	553444.0	521934.0	603698.0	642996.0	745367.0	645417.0	740015.0	1.0	682975.0	729011.0	664849.0	646773.0	600249.0	1.0	583948.0	748099.0	646274.0	898739.0	852026.0	954873.0	914265.0	645635.0	649354.0	1044714.0	1.0	746598.0	755244.0	695863.0	702099.0	638802.0	727730.0	486248.0	752445.0	833070.0	735952.0	1.0	815953.0	835596.0	614878.0	890201.0	668824.0	775412.0	648577.0	740044.0	832789.0	884905.0	388350.0	808974.0	851544.0	690499.0	900232.0	955700.0	779180.0	787663.0	779488.0	854715.0	740571.0	1.0	935191.0	841739.0	717584.0		C18H34O2 [ C18 H34 O2, db=85.46, tgt=, overall=85.46 ]		(281.2486, 93123.0)(282.2513, 17481.75)	282.2557	C18H34O2	93	Esi-	13.168995
C19H39ClO2 Esi-13.638992	1.0	1.0	26080.0	1.0	31356.0	34360.0	31627.0	1.0	39811.0	35786.0	1.0	1.0	49085.0	90652.0	88022.0	116458.0	86402.0	124446.0	137104.0	166829.0	47718.0	55290.0	1.0	1.0	53863.0	40662.0	73932.0	56419.0	57596.0	38682.0	79449.0	83391.0	60363.0	1.0	56090.0	1.0	113431.0	1.0	1.0	70334.0	67148.0	62991.0	1.0	1.0	1.0	136236.0	68771.0	89574.0	156723.0	97842.0	1.0	221772.0	144804.0	187786.0	1.0	177967.0	210730.0	257117.0	277706.0	252653.0	322260.0	1.0	419766.0	317502.0	135431.0	367752.0	394162.0	383239.0	357988.0	459232.0	446819.0	532365.0	1.0	571740.0	371442.0	551830.0	647182.0	629688.0	511709.0	525689.0	560099.0	522803.0	443950.0	1.0	998563.0	944357.0	934538.0	895353.0	831453.0	886038.0	992364.0	982605.0	963348.0	1025900.0	1.0	946056.0	1056951.0	966745.0		C19H39ClO2 [ C19 H39 Cl O2, db=94.48, tgt=, overall=94.48 ]		(393.2765, 93247.71)(394.2796, 20941.31)(395.2743, 31605.76)(396.2769, 7323.64)(397.2798, 1242.6)	394.2846	C19H39ClO2 Esi-13.638992	77	Esi-	13.638992
C12H7Cl3O2	1.0	49840.0	51094.0	27312.0	64594.0	1.0	65584.0	176075.0	195381.0	173346.0	284336.0	1.0	101369.0	131148.0	209304.0	317618.0	142110.0	221161.0	142001.0	145511.0	243987.0	46521.0	1.0	58359.0	90852.0	88449.0	144948.0	229175.0	138885.0	167358.0	117409.0	428692.0	293508.0	1.0	427001.0	303120.0	252582.0	25441.0	137297.0	68702.0	117043.0	386066.0	150379.0	330136.0	1.0	206366.0	581739.0	250540.0	335228.0	326919.0	1.0	42727.0	133107.0	32251.0	129092.0	47027.0	135366.0	240270.0	163485.0	171406.0	258884.0	1.0	345051.0	186669.0	358558.0	344107.0	328153.0	298648.0	129047.0	255023.0	105125.0	163076.0	1.0	207122.0	516504.0	426524.0	405889.0	293266.0	428645.0	634335.0	542659.0	642335.0	752380.0	1.0	691875.0	175248.0	156896.0	525000.0	226377.0	788395.0	495999.0	531731.0	458215.0	732627.0	1.0	993525.0	753388.0	749482.0		C12H7Cl3O2 [ C12 H7 Cl3 O2, db=98.81, tgt=, overall=98.81 ]		(286.9435, 80444.39)(287.9466, 9588.01)(288.9406, 76828.18)(289.944, 9194.36)(290.9379, 23825.54)(291.9407, 3006.69)(292.9345, 2819.19)	287.9514	C12H7Cl3O2	87	Esi-	11.375
C16H34ClN	1.0	122641.0	212435.0	127263.0	172969.0	188025.0	198735.0	211055.0	223203.0	201652.0	245782.0	1.0	204789.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	351848.0	188181.0	1.0	256905.0	230261.0	272284.0	149619.0	276373.0	186745.0	187753.0	305540.0	194283.0	336374.0	1.0	330719.0	303711.0	188579.0	184601.0	184407.0	456851.0	559122.0	331855.0	305827.0	216580.0	1.0	409787.0	357766.0	311816.0	429386.0	511939.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	449914.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1069305.0	1.0	1.0		C16H34ClN [ C16 H34 Cl N, db=96.74, tgt=, overall=96.74 ]		(334.251, 111463.67)(335.2543, 21417.44)(336.2486, 36279.82)(337.251, 7287.0)(338.2526, 986.53)	335.2594	C16H34ClN	40	Esi-	12.575995
C22H34O2	1.0	337166.0	431882.0	984017.0	398339.0	511968.0	283266.0	308709.0	422940.0	355757.0	652531.0	1.0	421074.0	429398.0	405496.0	640951.0	350291.0	381705.0	363512.0	338103.0	319288.0	252027.0	1.0	396573.0	282247.0	245303.0	310675.0	302482.0	387617.0	320494.0	298129.0	373231.0	298422.0	1.0	428878.0	435241.0	316082.0	196265.0	268097.0	321872.0	277241.0	505241.0	355159.0	385074.0	1.0	369748.0	420398.0	295728.0	297949.0	266910.0	1.0	341267.0	338610.0	351811.0	582950.0	536734.0	559649.0	583516.0	343407.0	367914.0	574254.0	1.0	455666.0	457994.0	450783.0	413011.0	448266.0	410199.0	235381.0	447073.0	560624.0	437774.0	1.0	487283.0	560353.0	365454.0	499136.0	377390.0	505321.0	427837.0	441627.0	479949.0	590853.0	1.0	435286.0	543838.0	322129.0	587503.0	544169.0	472754.0	483977.0	462598.0	595496.0	473277.0	1.0	587020.0	477203.0	432551.0		C22H34O2 [ C22 H34 O2, db=99.09, tgt=, overall=99.09 ]		(329.2485, 93633.15)(330.252, 20816.96)(331.2543, 3085.69)	330.2552	C22H34O2	88	Esi-	12.942994
C18H36O2 Esi-13.648992	1.0	33157.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30493.0	1.0	38753.0	49636.0	1.0	1.0	1.0	1.0	63289.0	82811.0	1.0	1.0	1.0	49146.0	44220.0	1.0	45870.0	19332.0	40204.0	1.0	49503.0	55694.0	42443.0	1.0	49227.0	28971.0	77306.0	30804.0	81408.0	32345.0	38014.0	29327.0	39535.0	34387.0	1.0	92037.0	27105.0	31689.0	77232.0	40538.0	1.0	124229.0	74154.0	110485.0	67478.0	70006.0	88002.0	111616.0	88284.0	81999.0	126417.0	1.0	178853.0	75144.0	36820.0	91282.0	110010.0	92597.0	96638.0	169488.0	140217.0	158124.0	1.0	222669.0	95010.0	179334.0	196383.0	153977.0	126459.0	144505.0	171150.0	1.0	126836.0	1.0	851611.0	745078.0	769004.0	744331.0	640517.0	754602.0	887486.0	868106.0	822746.0	948546.0	1.0	863609.0	971422.0	880063.0		C18H36O2 [ C18 H36 O2, db=98.49, tgt=, overall=98.49 ]		(283.2639, 139267.06)(284.2668, 26178.91)(285.2692, 3235.01)	284.2712	C18H36O2 Esi-13.648992	71	Esi-	13.648992
C20H30O2	41167.0	409464.0	477407.0	925741.0	439568.0	569354.0	319791.0	429310.0	476342.0	423626.0	677697.0	76353.0	362496.0	498618.0	420752.0	771922.0	371372.0	411324.0	465392.0	401347.0	354135.0	295502.0	78268.0	414347.0	346258.0	353848.0	364883.0	401451.0	398722.0	369206.0	308035.0	457654.0	345044.0	118499.0	470300.0	462093.0	343318.0	242280.0	244930.0	353853.0	337239.0	576847.0	344183.0	366256.0	74641.0	346125.0	440244.0	323030.0	317697.0	299420.0	1.0	267851.0	241812.0	262490.0	398001.0	460989.0	553113.0	539537.0	356427.0	358751.0	459954.0	96890.0	423369.0	414776.0	411721.0	427076.0	343126.0	396006.0	206151.0	358457.0	410725.0	278492.0	61542.0	294383.0	528642.0	333390.0	359566.0	302242.0	364733.0	341144.0	324207.0	399224.0	441662.0	1.0	353377.0	398879.0	245482.0	484379.0	456880.0	347847.0	368698.0	331735.0	484683.0	355023.0	1.0	361655.0	370591.0	381477.0		C20H30O2 [ C20 H30 O2, db=99.49, tgt=, overall=99.49 ]		(301.2175, 122417.54)(302.2206, 25522.56)(303.2234, 3279.18)	302.2241	C20H30O2	95	Esi-	12.258004
C17H35ClO2	1.0	162695.0	152847.0	193198.0	155013.0	174058.0	149280.0	154012.0	166606.0	192052.0	172977.0	1.0	189613.0	157982.0	165963.0	170846.0	159034.0	169496.0	177351.0	191775.0	192608.0	165100.0	1.0	217496.0	184922.0	191134.0	197937.0	184971.0	181635.0	210329.0	212418.0	215175.0	199498.0	1.0	201040.0	193991.0	185343.0	184725.0	214142.0	232142.0	258397.0	233762.0	234885.0	246945.0	1.0	232414.0	206335.0	236652.0	272332.0	244251.0	1.0	331834.0	332349.0	323051.0	353126.0	369666.0	353597.0	388315.0	430820.0	374131.0	428161.0	1.0	413182.0	441807.0	424102.0	466012.0	471818.0	452843.0	431608.0	479803.0	513020.0	513787.0	1.0	537315.0	436173.0	504302.0	581570.0	557493.0	545937.0	557092.0	522203.0	584551.0	516988.0	1.0	782635.0	760783.0	784168.0	722985.0	685606.0	706968.0	855511.0	826311.0	760651.0	828505.0	1.0	801934.0	896162.0	810293.0		C17H35ClO2 [ C17 H35 Cl O2, db=96.26, tgt=, overall=96.26 ]		(365.2457, 92506.64)(366.2487, 18356.9)(367.2431, 30597.8)(368.246, 6585.14)(369.2406, 1180.22)	366.2533	C17H35ClO2	88	Esi-	12.909003
C20H41NO2	1.0	91686.0	92844.0	56451.0	77932.0	96624.0	115495.0	121477.0	114950.0	113288.0	93351.0	1.0	158086.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	157909.0	113134.0	1.0	199160.0	94263.0	147778.0	83646.0	195311.0	116373.0	171490.0	168702.0	108905.0	171040.0	1.0	249155.0	172054.0	85680.0	154710.0	170932.0	274533.0	218776.0	212972.0	214968.0	178665.0	1.0	278521.0	236202.0	209644.0	219932.0	243284.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	227908.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	821471.0	1.0	1.0		C20H41NO2 [ C20 H41 N O2, db=97.75, tgt=, overall=97.75 ]		(326.306, 87416.25)(327.3085, 19116.79)(328.3112, 2551.29)	327.3133	C20H41NO2	40	Esi-	13.432005
C20H32O2	1.0	297481.0	379008.0	806025.0	357920.0	472928.0	264411.0	295924.0	432630.0	362921.0	601633.0	1.0	411715.0	443232.0	425838.0	743479.0	347356.0	395210.0	431375.0	375820.0	288761.0	232533.0	1.0	423739.0	295602.0	266400.0	367859.0	367726.0	418999.0	331108.0	300497.0	428609.0	303826.0	1.0	438787.0	448437.0	347998.0	201940.0	266271.0	367707.0	317128.0	551792.0	349504.0	412018.0	1.0	394900.0	436962.0	314793.0	329039.0	317684.0	1.0	471785.0	416069.0	420730.0	443043.0	649286.0	481507.0	639183.0	276959.0	512942.0	691711.0	1.0	380073.0	589204.0	497706.0	359351.0	517644.0	351507.0	174978.0	406127.0	734151.0	513895.0	74587.0	564515.0	887015.0	521839.0	436070.0	356465.0	388071.0	650416.0	364128.0	428607.0	501228.0	1.0	488668.0	545619.0	330517.0	637830.0	559578.0	524940.0	669091.0	563106.0	599007.0	512319.0	1.0	593929.0	569360.0	495030.0		C20H32O2 [ C20 H32 O2, db=99.51, tgt=, overall=99.51 ]		(303.2329, 122896.09)(304.2367, 25789.06)(305.2386, 3272.14)	304.2399	C20H32O2	89	Esi-	12.614993
C18H32O2	88928.0	450030.0	412159.0	634179.0	377592.0	402389.0	325397.0	380488.0	379090.0	393365.0	561453.0	88478.0	318216.0	341726.0	345779.0	440640.0	243013.0	295230.0	305440.0	266957.0	335364.0	280393.0	105339.0	361066.0	348641.0	330734.0	344541.0	363298.0	328929.0	317567.0	288532.0	343322.0	291587.0	113550.0	346463.0	381255.0	327892.0	232353.0	272386.0	295813.0	274735.0	402915.0	329393.0	354321.0	114001.0	316929.0	343114.0	304293.0	298529.0	263262.0	1.0	299571.0	203743.0	250987.0	402837.0	276812.0	755726.0	603375.0	220801.0	438752.0	371338.0	1.0	1.0	445973.0	463085.0	199829.0	304309.0	610945.0	301141.0	389683.0	163229.0	276666.0	1.0	332656.0	411868.0	293273.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	188406.0	180945.0	101786.0	167488.0	161158.0	177561.0	150966.0	147592.0	170709.0	143142.0	133342.0	363246.0	187623.0	135623.0		C18H32O2 [ C18 H32 O2, db=99.16, tgt=, overall=99.16 ]		(279.2331, 72845.34)(280.2364, 14110.78)(281.2411, 2443.64)	280.2398	C18H32O2	86	Esi-	12.640011
C25H32O8	1.0	281817.0	303816.0	367455.0	281390.0	423363.0	367992.0	344704.0	260475.0	307805.0	248316.0	1.0	315148.0	320817.0	368355.0	456873.0	343154.0	383368.0	295913.0	270561.0	458789.0	510470.0	1.0	271032.0	369593.0	309780.0	258617.0	253261.0	352127.0	252458.0	266876.0	265814.0	318071.0	1.0	364749.0	264020.0	364320.0	342337.0	221065.0	243217.0	269878.0	450491.0	374918.0	370733.0	1.0	349711.0	370052.0	322802.0	263952.0	383450.0	1.0	221742.0	247062.0	266609.0	220503.0	220406.0	203745.0	248091.0	272519.0	257140.0	292145.0	1.0	332509.0	285722.0	358996.0	319240.0	303532.0	302687.0	264519.0	248823.0	220814.0	277780.0	1.0	260884.0	299696.0	358838.0	272151.0	227365.0	364938.0	264841.0	286452.0	265127.0	272996.0	1.0	221146.0	208200.0	201672.0	240770.0	332819.0	328104.0	282215.0	219917.0	343963.0	269757.0	1.0	355422.0	233111.0	417209.0		C25H32O8 [ C25 H32 O8, db=97.11, tgt=, overall=97.11 ]		(459.2013, 49127.26)(460.2048, 13353.93)(461.2082, 2629.45)	460.209	C25H32O8	88	Esi-	10.507997
C6H20O4Si3	1.0	62322.0	147248.0	24248.0	1.0	64331.0	61325.0	80751.0	120931.0	237657.0	100374.0	1.0	111341.0	38660.0	55679.0	31287.0	26052.0	45382.0	33946.0	27798.0	105668.0	470838.0	1.0	294943.0	166925.0	64342.0	127070.0	149395.0	161591.0	179892.0	153262.0	129646.0	179200.0	1.0	167112.0	558630.0	125297.0	35189.0	45795.0	260308.0	93396.0	171439.0	200911.0	173003.0	1.0	148818.0	138549.0	117453.0	234520.0	73580.0	1.0	34940.0	1.0	29802.0	51054.0	1.0	26384.0	17584.0	23674.0	1.0	1.0	1.0	31686.0	28391.0	50600.0	28269.0	1.0	21590.0	19401.0	34040.0	1.0	22520.0	1.0	21471.0	30237.0	27052.0	20803.0	23562.0	25720.0	25780.0	33274.0	29447.0	24977.0	1.0	51449.0	38701.0	39427.0	30456.0	48221.0	27305.0	47824.0	30305.0	25240.0	29459.0	1.0	204311.0	36669.0	44874.0		C6H20O4Si3 [ C6 H20 O4 Si3, db=98.16, tgt=, overall=98.16 ]		(239.06, 53214.05)(240.0605, 11804.94)(241.0576, 6523.09)	240.0667	C6H20O4Si3	81	Esi-	12.809999
C6H2F10O2	208545.0	214879.0	177822.0	216267.0	182807.0	239813.0	216233.0	253376.0	231707.0	226965.0	226042.0	230561.0	277740.0	223104.0	255365.0	249844.0	212876.0	289568.0	316384.0	288052.0	311329.0	290922.0	313336.0	309092.0	298686.0	303813.0	245112.0	260442.0	365727.0	295904.0	323989.0	339719.0	359918.0	352612.0	355322.0	308891.0	392641.0	370663.0	351767.0	389933.0	297594.0	333299.0	361939.0	343424.0	278333.0	340321.0	243359.0	362402.0	340980.0	262077.0	304850.0	369115.0	324067.0	358159.0	359235.0	321691.0	352866.0	369089.0	287056.0	352675.0	381433.0	339449.0	315473.0	386397.0	339272.0	320286.0	394227.0	303059.0	408514.0	336935.0	423187.0	333923.0	377574.0	415786.0	430563.0	424800.0	360769.0	349589.0	337238.0	443253.0	372084.0	345629.0	342005.0	569828.0	548922.0	550070.0	558415.0	468038.0	562467.0	560821.0	559081.0	481155.0	555792.0	583662.0	554395.0	481721.0	576396.0	575677.0		C6H2F10O2 [ C6 H2 F10 O2, db=86.92, tgt=, overall=86.92 ]		(294.9819, 21888.98)(295.9845, 1531.58)	295.9896	C6H2F10O2	98	Esi-	8.002995
C12H7Cl3O5S	1.0	1.0	1.0	1.0	1.0	1.0	1.0	71595.0	57472.0	32456.0	55254.0	1.0	1.0	1.0	51763.0	82316.0	35344.0	36441.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	32847.0	46155.0	36834.0	1.0	1.0	65517.0	55579.0	1.0	78487.0	80692.0	59674.0	1.0	1.0	1.0	1.0	47478.0	34148.0	42746.0	1.0	39646.0	117838.0	75406.0	80527.0	99197.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	77733.0	46277.0	50625.0	65574.0	1.0	67843.0	61911.0	92904.0	81616.0	92997.0	85024.0	1.0	1.0	1.0	1.0	1.0	1.0	292276.0	81623.0	80356.0	70966.0	101752.0	131222.0	107346.0	96624.0	101490.0	1.0	373184.0	1.0	1.0	1.0	1.0	230449.0	219053.0	175380.0	209680.0	369936.0	1.0	299248.0	431344.0	520471.0		C12H7Cl3O5S [ C12 H7 Cl3 O5 S, db=97.61, tgt=, overall=97.61 ]		(366.8999, 15636.85)(367.903, 2327.52)(368.8972, 16221.52)(369.8996, 2226.43)(370.8939, 5735.14)(371.8964, 903.9)(372.8902, 928.76)	367.9069	C12H7Cl3O5S	52	Esi-	9.782996
C8H26O5Si4	1.0	47899.0	128615.0	23585.0	22419.0	71279.0	58149.0	72997.0	148094.0	243792.0	97091.0	1.0	92951.0	26582.0	30362.0	24369.0	24362.0	33279.0	29876.0	25542.0	105502.0	432344.0	1.0	222348.0	167836.0	61263.0	146991.0	159212.0	176167.0	192179.0	151892.0	128328.0	173674.0	1.0	136053.0	500115.0	156278.0	29357.0	47402.0	300583.0	108285.0	194473.0	234478.0	189231.0	1.0	169723.0	185473.0	140421.0	297353.0	90954.0	1.0	48456.0	49599.0	33079.0	36693.0	21825.0	22221.0	26298.0	29557.0	1.0	1.0	1.0	30096.0	31729.0	58932.0	24174.0	23360.0	1.0	19207.0	31820.0	22858.0	24963.0	1.0	23674.0	27529.0	31665.0	27152.0	32491.0	23086.0	28562.0	40573.0	28451.0	29799.0	1.0	36910.0	26235.0	33510.0	40787.0	43883.0	25294.0	44167.0	28818.0	28483.0	35518.0	1.0	238314.0	34759.0	41868.0		C8H26O5Si4 [ C8 H26 O5 Si4, db=95.99, tgt=, overall=95.99 ]		(313.0781, 52232.45)(314.079, 14487.41)(315.0759, 8910.73)	314.0854	C8H26O5Si4	85	Esi-	13.622
